Folio,Porcion Viaje,"Fecha Llegada 
(Mes/Dia/Año)",Fecha Partida (Mes/Dia/Año) ,"Pueblo, Municipio Partida",Estado/Departamento,País ,Latitude , Longitude,Elevation (meters),Tiempo Ubicacion,Metodo de Transporte (Tiempo en Transito),Paradas Interinas,Comentarios,Cargaba niños?,Grabacion,Iniciales Revisor,,,,,,
158,9,,,ONU,,Panamá,,,,1 noche,,,,,,,,,,,,
158,10,,,,,frontera Costa Rica/ Panamá,,,,1 noche,buses,,,,,,,,,,,
158,11,,,,,Nicaragua,,,,,1 dá en buses,,cruzando Costa Rica,,,,,,,,,
158,12,,,,,Honduras,,,,2 días de espera,"2 días en buses, en pié",,,,,,,,,,,
158,13,,,,,Guatemala,,,,1 noche en una terminal,cruzan lal frontera a Guatemala en pié 30min,,,,,,,,,,,
158,14,6 de sept,6 de sept,Tapachula,Chiapas,México,14.90985129,-92.26079659,158,,"2 días cruzando Guatemala en buses, piraguas para llegar a Tapachula",,pasan por varios pueblos que no se acuerda,,,,,,,,,
158,15,7 de sept,8 de sept,?,,México,,,,1 noche,"en pié, buses, combis",,"un puesto de migración, no se acuerda",,,,,,,,,
158,16,,,?,,México,,,,1 noche en la calle,1 día en bus,,no se acuerda,,,,,,,,,
158,17,,,Tuxtla,Chiapas,México,16.75671,-93.1227,535,,,"Huixtla, Comitán, Escuintla, Mapastepec, Pijiapán",,,,,,,,,,
158,18,,,Arriaga,Chiapas,México,16.23345,-93.9102,47,1 noche,,,,,,,,,,,,
158,19,,,Tehuantepec,Oaxaca,México,16.32476,-95.2381,65,1 noche,"bus, todo el día","Juchitán, San Pedro",,,,,,,,,,
158,20,,,Oaxaca Centro,Oaxaca,México,17.06408914,-96.72403276,1560,,combi,Oaxaca Centro,,,,,,,,,,
158,21,,,CDMX,Estado de México,México,19.36864,-99.1326,2239,,combi,,,,,,,,,,,
158,22,,,Guadalajara,Jalisco,México,20.6683,-103.357,1551,aprox. 15 días,,,trabajó de mesera,,,,,,,,,
158,23,,,Boca,,México,,,,1 noche,"tren, en píe, en total aprox. 11h y aventón",,iban en camino a SLP pero evadieron a la migración,,,,,,,,,
158,24,,,SLP,SLP,México,22.16118,-100.977,1870,,10h en tren,,,,,,,,,,,
158,25,6 de oct,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,"tren, en pié de la estación (aprox 1km 1/2)",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
161,1,1/1/2000,08/06/2023,,,Venezuela,10.48971,-66.918,921,,,,No hay fechas ,,,"DW, MP",,,,,,
161,2,,,Cúcuta,Norte de Santander,Colombia,7.898022,-72.51,317,,Bus,,,,,,,,,,,
161,3,08/07/2023,,Medellín,Antioquia,Colombia,6.245662,-75.5716,1479,,bus,,,,,,,,,,,
161,4,08/08/2023,,Turbo,Antioquia,Colombia,8.093232,-76.728,5,,bus,,,,,,,,,,,
161,5,,,Acandí,Chocó,Colombia,8.610799,-77.3863,9,,lancha,,,,,,,,,,,
161,6,,,Darién,,Panamá,8.425901,-77.805798,32,3 días,"en píe, nadando",,,,,,,,,,,
161,7,,,,,Costa Rica,9.923738,-84.097043,1108,2 dias,,,,,,,,,,,,
161,8,,,,,Nicaragua,12.136651,-86.273352,115,2 días,buses,,,,,,,,,,,
161,9,,,,,Honduras,14.097518,-87.209429,944,2 dias,,,,,,,,,,,,
161,10,,,,,Guatemala,14.619966,-90.499043,1494,2 dias,bus,,estancia de 3 días,,,,,,,,,
161,11,08/19/2023,,Ciudad Hidalgo,Chiapas,Mexico,14.67932,-92.152,22,,balsa,,,,,,,,,,,
161,12,,,Viva México,Chiapas,México,14.91075,-92.3271,81,,combi,,Espero 3 dias,,,,,,,,,
161,13,,,Tapachula,Chiapas,México,14.90985,-92.2608,158,,,,,,,,,,,,,
161,14,,,Tuxtla,Chiapas,México,16.75671,-93.1227,535,,bus,,estancia de 1 noche,,,,,,,,,
161,15,,,Arriaga,Chiapas,México,16.23345,-93.9102,47,,bus,,,,,,,,,,,
161,16,,,Juchitlán,Oaxaca,México,16.4382,-95.0243,21,,bus,,,,,,,,,,,
161,17,,,CDMX,Estado de México,México,19.36864,-99.1158,2239,,bus,,estancia de 22 días,,,,,,,,,
161,18,,,Monterrey,Nuevo Leon,México,25.70623,-100.321,569,,,,,,,,,,,,,
161,19,,,La chocolatera',,México,,,,"1 día, 1 noche",,,,,,,,,,,,
161,20,,,Monclova,Coahuila,México,26.91184,-101.44,606,,,,"esperaron 1 día, 1 noche",,,,,,,,,
161,21,,,Piedras Negras,Coahuila,México,28.70885,-100.531,229,12-14h,en pié,"alguna estación en camino, 4h caminando de Moncloa",,,,,,,,,,
161,22,,,McAllen,Texas,USA,26.19912,-98.2466,40,,nadando,,Frontera - estancia de 4 días en el centro de detención para migrantes,,,,,,,,,
161,23,,,Reynosa,Tamaulipas,Mexico,26.09429,-98.275,31,,bus,,Migración mexicana,,,,,,,,,
161,24,,,Villahermosa,Tabasco,Mexico,17.9892,-92.9449,20,,bus,,estancia de 2 dias,,,,,,,,,
161,25,,,Tuxtla,Chiapas,Mexico,16.75671,-93.1227,535,,bus,,,,,,,,,,,
161,26,,,Arriaga,Chiapas,México,16.23345,-93.9102,47,,bus,,,,,,,,,,,
161,27,,,Juchitlán,Oaxaca,México,16.4382,-95.0243,21,,bus,,,,,,,,,,,
161,28,,,CDMX,Estado de México,México,19.36864,-99.1326,2239,,bus,,,,,,,,,,,
161,29,,,Monterrey,Nuevo Leon,México,25.706230000,-100.321000000,569,,bus,,,,,,,,,,,
161,30,10/7/2023,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,"bus a estanción cercana, después caminando 45min",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
163,1,1/1/2000,08/23/2023,San Pedro Sula,Cortés,Honduras,15.503790000,-88.010300000,90,,,,,,,,,,,,,
163,2,,,Puerto Cortés,Cortés,Honduras,15.825311957,-87.928365345,7,,Bus,,,,,,,,,,,
163,3,,,Corinto,Cortés,Honduras,15.584840344,-88.370891648,21,,Bus,,5 horas de San Pedro Sula a Corinto,,,,,,,,,
163,4,,,Santa Elena,Petén,Guatemala,16.918145641,-89.892496853,131,,Bus,,,,,,,,,,,
163,5,,,La Técnica,Petén,Guatemala,16.816330000,-90.884100000,112,,Bus,,1 dia hasta llegar a la Tecnica,,,,,,,,,
163,6,8/24/2023,09/11/2023,Palenque,Chiapas,México,17.511210000,-91.992800000,65,3 semanas,Camioneta,,Se quedo trabajando,,,,,,,,,
163,7,,,Salto de Agua,Chiapas,México,17.556360000,-92.343400000,17,1 dia,Combi + Caminando ,,Agarro combi que lo dejo a mitad del camino y luego camino ~6 hrs ,,,,,,,,,
163,8,,,Macuspana,Tabasco,México,17.76103,-92.594,13,,Caminando,,,,,,,,,,,
163,9,,,Teapa,Tabasco,México,17.548780000,-92.953500000,52,,Caminando,,,,,,,,,,,
163,10,,,Pichucalco,Chiapas,México,17.509920000,-93.211100000,228,,Caminando,,,,,,,,,,,
163,11,,,San Manuel,Tabasco,México,17.652163376,-93.382684747,,,Caminando,,,,,,,,,,,
163,12,,,Chontalpa,Tabasco,México,17.667100000,-93.478083000,59,,Caminando,,,,,,,,,,,
163,13,,,Francisco Rueda,Tabasco,México,17.835430000,-93.931700000,20,,Caminando,,Descansaban en las vias del tren,,,,,,,,,
163,14,,,Las Choapas,Veracruz,México,17.915850000,-94.094200000,26,1 noche,Caminando,,Descansaron en un albergue,,,,,,,,,
163,15,,,Coatzalcoalcos,Veracruz,México,18.133490000,-94.457800000,38,,Caminando (20 hrs),,,,,,,,,,,
163,16,,,Tierra Blanca,Veracruz,México,18.445440000,-96.352100000,71,,Tren,,,,,,,,,,,
163,17,,,Córdoba,Veracruz,México,18.884102699,-96.923512640,825,,Tren,,,,,,,,,,,
163,18,,,Orizaba,Veracruz,México,18.850630000,-97.104100000,1249,,Tren,,,,,,,,,,,
163,19,,,Apizaco,Tlaxcala,México,19.411610000,-98.146100000,2429,1 dia/noche,Tren + Caminando,,"Para evadir migracion, se tiran del tren 1 hora antes, y luego caminan 3 horas a un albergue",,,,,,,,,
163,20,,,Lechería,Estado de México,México,19.597823000,-99.184828000,2266,,Bus,,,,,,,,,,,
163,21,,,Huehuetoca,Estado de México,México,19.827870720,-99.203822540,2255,,Caminando,,,,,,,,,,,
163,22,,,Apaxco,Estado de México,México,19.971652070,-99.170625650,2197,2 dias,Caminando,,,,,,,,,,,
163,23,,,Villa de Oro,,,,,,,Tren (6 hrs) + Caminando,,"El tren los deja a mitaddel camino, un señor les da direcciones",,,,,,,,,
163,24,,,Celaya,Guanajuato,México,20.529110000,-100.827000000,1757,3 dias,Bus,,,,,,,,,,,
163,25,,,SLP,San Luis Potosi,México,22.161180000,-100.977000000,1870,3 dias,Tren + Bus,Escobedo,,,,,,,,,,
163,26,10/04/2023,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,Tren + Caminando,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
165,1,1/1/2000,14 agosto,,Yaracuy,Venezuela,10.068643,-69.123887,398,,,,,"Hizo el tramo del viaje hasta Matamoros con una niña de 10 años, pero no era su responsabilidad",,"DW, MP",,,,,,
165,2,,,Arauca,Arauca,Colombia,7.088363,-70.761783,129,apróx. 1 día,"medio día en bus, cruzaron la frontera en lancha",,,,,,,,,,,
165,3,,,Bogotá,Bogota,Colombia,4.675375953,-74.08493817,2552,,,,,,,,,,,,,
165,4,,,Medellín,Antioquia,Colombia,6.255124486,-75.58996623,1479,,1 día,,,,,,,,,,,
165,5,,,Necoclí,Antioquia,Colombia,8.42623,-76.7847,5,3 días,bus,,,,,,,,,,,
165,6,,,Capurganá,Chocó,Colombia,8.635711,-77.349729,10,,,,,,,,,,,,,
165,7,,,isla cerca de Carreto,San Blas,Panamá,8.78454,-77.582041,72,4h,lancha,,No llegaron a Carreto porque según había policía,,,,,,,,,
165,8,,,,Darién,Panamá,7.717563426,-77.56468998,216,en pié,,,,,,,,,,,,
165,9,,,Aguacates campamento,Darién,Panamá,,,,1 noche,,,,,,,,,,,,
165,10,,,Bajo chiquito,Emberá-Wounaan,Panamá,8.457533557,-77.67832572,45,1 día,en pié,,,,,,,,,,,
165,11,,,campamento de la ONU,,Panamá,8.987121507,-79.50992315,17,,canoa,,,,,,,,,,,
165,12,,,campamento de la ONU,,Panamá,8.987121507,-79.50992315,17,1 día,,,,,,,,,,,,
165,13,,,campamento de la ONU,,Costa Rica,9.935049,-84.080742,1170,1 noche,bus 1 noche,,cruzan la frontera,,,,,,,,,
165,14,,,frontera,,Nicaragua,11.128053,-85.635949,238,,"1 noche, ¿bus?",,,,,,,,,,,
165,15,,,frontera,,Honduras,12.98952,-87.069414,10,1 noche,"horas, ¿bus?",,,,,,,,,,,
165,16,,,San Antonio Aguas Calientes,Sacatepéquez,Guatemala,14.546323,-90.781652,1469,,"taxi, bus, combi",,,,,,,,,,,
165,17,septiembre,,Ciudad Hidalgo,Chiapas,México,14.67931716,-92.15248081,22,,"canoa, combi",,,,,,,,,,,
165,18,,,Tapachula,Chiapas,México,14.90985129,-92.26079659,158,,,,,,,,,,,,,
165,19,,,Tonalá,Chiapas,México,16.090172,-93.758831,48,,,,,,,,,,,,,
165,20,,,Arriaga,Chiapas,México,16.23344626,-93.9101531,47,,,,,,,,,,,,,
165,21,,,San Pedro Tapanatecep,Oaxaca,México,16.364107,-94.190331,54,,,,,,,,,,,,,
165,22,,,Arriaga,Chiapas,México,16.23344626,-93.9101531,47,1 noche,,,,,,,,,,,,
165,23,,,San Pedro Totolapam,Oaxaca,México,16.367426,-94.194075,68,1 noche,"combi, taxis, en pié",,,,,,,,,,,
165,24,,,Santiago Minatitlan,Oaxaca,México,,,,,"cuatrimoto, en pié",,,,,,,,,,,
165,25,,,Puerto Escondido,Oaxaca,México,15.87637,-97.078352,90,,"bus, horas","Ometepec, Juchitán, Marquelia, Copal, Ayutla, Chipancingo, Taxco",,,,,,,,,,
165,26,,,CDMX,Estado de Mexico,México,19.36863618,-99.11582121,2239,5 días,algún vehículo,,Estancia de 5 dias en una iglesia,,,,,,,,,
165,27,,,Matamoros,Tamaulipas,México,25.881189,-97.50745,11,,algún vehículo,,migración los regresó,,,,,,,,,
165,28,,,Tampico,Tamaulipas,México,22.255215,-97.865647,32,casi un mes,algún vehículo,,,,,,,,,,,
165,29,,,González,Tamaulipas,México,22.827146,-98.429871,90,,combi,,,,,,,,,,,
165,30,,,Monterrey -area,Nuevo Leon,México,25.70623,-100.321,569,,camioneta,,,,,,,,,,,
165,31,9 octubre,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,"bus, taxi",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
166,1,,9 de agosto,,Colón,Honduras,,,,,,,aprox. 2h,No,,DW,,,,,,
166,2,,,Tela,Atlántida,Honduras,15.776300000,-87.471700000,8,,bus,,,,,,,,,,,
166,3,,,San Pedro Sula,Cortés,Honduras,15.503790000,-88.010300000,90,,bus,,,,,,,,,,,
166,4,,,Corinto,Cortés,Honduras,15.584840000,-88.370900000,21,,bus,,,,,,,,,,,
166,5,,,frontera La Técnica,Petén,Guatemala,16.816330000,-90.884100000,112,,bus,"Entre Ríos, Morán, Santa Elena",pasaron mínimo día y medio,,,,,,,,,
166,6,12 de agosto,,Frontera Corozal,Chiapas,México,16.816680000,-90.883700000,112,,lancha,,,,,,,,,,,
166,7,,,Palestina,Chiapas,México,16.816502880,-91.265100000,541,,taxi,,,,,,,,,,,
166,8,,,Palenque,Chiapas,México,17.511210000,-91.992800000,65,1 noche en un parque,,,hasta acá son 3 días en pié desde entrar,,,,,,,,,
166,9,,,Salto de Agua,Chiapas,México,17.556360000,-92.343400000,17,3 días en la Casa del Migrante,en pié,,,,,,,,,,,
166,10,,,Teapa,Tabasco,México,17.548780000,-92.953500000,52,,en pié,,,,,,,,,,,
166,11,,,Chontalpa,Tabasco,México,17.667100000,-93.478083000,59,,3-4 días en pié,,,,,,,,,,,
166,12,,,Las Choapas,Veracruz,México,17.915850000,-94.094200000,26,,,,,,,,,,,,,
166,13,,,el Chapo,Veracruz,México,18.072853000,-94.354026000,30,,,,,,,,,,,,,
166,14,,,Coatzalcoalcos,Veracruz,México,18.133490000,-94.457800000,38,,"6h tren, moto, en pié",,"hasta acá son 16 días en pié, camina por la ruta del tren, duerme aftera",,,,,,,,,
166,15,,,Loma Bonita,Veracruz,México,18.109030000,-95.876185000,38,,tren,,,,,,,,,,,
166,16,,,Tierra Blanca,Veracruz,México,18.445440000,-96.352100000,71,la Casa del Migrante,algún vehículo,,,,,,,,,,,
166,17,,,Orizaba,Veracruz,México,18.850630000,-97.104100000,1249,,tren,,,,,,,,,,,
166,1,,,Ciudad Serdán,Puebla,México,18.994188380,-97.459495860,2512,2 días en un albergue,bus,Jesús de Nazareno,,,,,,,,,,
166,19,,,Acatzingo,Puebla,México,18.985681130,-97.782447170,2151,,,"Ocotengo, el Seco",,,,,,,,,,
166,20,,,CDMX,Estado de México,México,19.433188420,-99.132055040,2239,,bus,,,,,,,,,,,
166,21,,,Huehuetoca,Estado de México,México,19.827870720,-99.203822540,2255,la Casa del Migrante,,,,,,,,,,,,
166,22,,,Apaxco,Estado de México,México,19.971652070,-99.170625650,2197,,bus,,,,,,,,,,,
166,23,,,Tepeji,Hidalgo,México,20.000000000,-99.000000000,2128,,,la Cementera,,,,,,,,,,
166,24,,,San Juan del Río,Querétaro,México,20.389980000,-99.985900000,1931,,,,,,,,,,,,,
166,25,,,Celaya,Guanajuato,México,20.529110000,-100.827000000,1757,2 días en la Casa del Migrante,,,,,,,,,,,,
166,26,,,Escobedo,Guanajuato,México,20.668253540,-100.747274100,1788,,bus,,,,,,,,,,,
166,27,,,San Miguel de Allende,Guanajuato,México,21.188980000,-100.925000000,1928,,,,,,,,,,,,,
166,28,,,Dolores Hidalgo,Guanajuato,México,21.156350000,-100.933000000,1917,,,,,,,,,,,,,
166,29,,,SLP,San Luis Potosi,México,22.161180000,-100.977000000,1870,,,,,,,,,,,,,
166,30,,,Vanegas,San Luis Potosi,México,24.000000000,-101.000000000,1740,,tren,,,,,,,,,,,
166,31,5 de oct,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,tren,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
167,1,,08/2024,,,Honduras ,,,,,,,,,,JA,,,,,,
167,2,,,Tegucigalpa,Francisco Morazán,Honduras ,14.059118193,-87.172468869,977,11 horas,bus,,,,,JA,,,,,,
167,3,,,Santa Elena,,Guatemala,,,131,,bus,,,,,JA,,,,,,
,,,,incomprensible,,,,,,,bus,,,,,JA,,,,,,
,4,,,Corozal,Chiapas,México,16.808473500,-90.880012606,134,,lancha,,estancia de dos semana,,,JA,,,,,,
167,5,,,Palenque,Chiapas,México,17.503865870,-91.994298994,65,1 día,bus,,,,,JA,,,,,,
167,6,,,Salto de Agua,Chiapas,México,17.556246438,-92.345861506,17,1 noche,a pie,,caminando por la vía una noche,,,JA,,,,,,
167,7,,,Teapa,Chiapas,México,17.498626989,-92.983068533,230,,a pie,,,,,JA,,,,,,
167,8,,,Pueblo Juarez,Chiapas,México,17.650493254,-93.153356617,20,,a pie,,,,,JA,,,,,,
167,9,,,incomprensible,,México,,,,,,,,,,JA,,,,,,
167,10,,,Huimanguillo,Tabasco,México,17.830819974,-93.392305199,40,,,,,,,JA,,,,,,
167,11,,,Coatzacoalcos,Veracruz,México,18.134452319,-94.458719141,27,,,,"14 días en total desde Palenque a Coatzacoalcos, estancia de dos noches",,,JA,,,,,,
167,12,,,Acayucan,Veracruz,México,17.965601635,-94.929466913,83,,,,,,,JA,,,,,,
167,13,,,Tierra Blanca,Veracruz,México,18.449744562,-96.369560778,71,,tren,,,,,,,,,,,
167,14,,,Córdoba,Veracruz,México,18.884102699,-96.923512640,825,,,,,,,JA,,,,,,
167,15,,,Orizaba,Veracruz,México,18.850298260,-97.103869979,1249,,,,,,,JA,,,,,,
167,16,,,Estación del centro,Puebla,México,19.029317055,-98.173951333,2186,,,,trabaja y conoce otros compañeros,,,JA,,,,,,
167,17,,,Amozoc,Puebla,México,,,,,,,,,,JA,,,,,,
167,18,,,Ciudad Serdán,Puebla,México,18.994188375,-97.459495856,2512,,,,,,,JA,,,,,,
167,19,,,San Salvador del Seco,Puebla,México,19.129441925,-97.637404257,2416,,,,,,,JA,,,,,,
167,20,,,Acatzingo,Puebla,México,18.985681131,-97.782447174,2151,,,,,,,JA,,,,,,
167,21,,,San Miguel ?,Puebla,México,,,,,,,,,,JA,,,,,,
167,22,,,CDMX,México,México,19.433188415,-99.132055035,2239,,bus,,,,,JA,,,,,,
167,23,,,Huehuetoca,México,México,19.827870720,-99.203822544,2255,,,,estancia de tres noches fuera del albergue,,,JA,,,,,,
167,24,,,Celaya,Guanajuato,México,20.528290000,-100.814000000,1757,,tren,,estancia de tres días,,,JA,,,,,,
167,25,,,SLP,SLP,México,22.161180000,-100.977000000,1870,,tren,,estancia de una noche,,,JA,,,,,,
167,26,,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,,,llegó as las 3pm,,,JA,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
169,1,1/1/2000,,,,Perú,,,,,,,aprox. 2h de trabajo,"Viaja con su hijo, pero no esta claro. Tiene 4 años.",,"DW, MP",,,,,,
169,2,9/11/2023,9/12/2023,Medellín,Antioquia,Colombia,6.255124486,-75.58996623,1479,,"avión, 2-3h",,,,,,,,,,,
169,3,9/13/2023,9/13/2023,Necoclí,Antioquia,Colombia,8.424064,-76.785479,5,,"bus, 9h",,,,,,,,,,,
169,4,Sep-14,,Acandí,Chocó,Colombia,8.610799,-77.3863,9,,bote,,campamento,,,,,,,,,
169,5,Sep-15,Sep-15,campamento no.4,,Panamá,,,,,en pié,,,,,,,,,,,
169,6,Sep-19,Sep-20,campamento Bajo Chiquito,Emberá-Wounaan,Panamá,8.457533557,-77.678325723,45,espera de 1 noche,"en pié, días",,,,,,,,,,,
169,7,Sep-20,Sep-21,ONU Panamá,Ciudad de Panamá,Panamá,8.987121507,-79.50992315,17,1 noche,"canoa, 4h",David (Chiriquí),,,,,,,,,,
169,8,Sep-22,Sep-22,Frontera,,Costa Rica,,,,,,Los naranjales,,,,,,,,,,
169,9,Sep-22,,Frontera,,Nicaragua,,,,,carrito,Managua,,,,,,,,,,
169,10,Sep-23,,Tegucigalpa,Francisco Morazán,Honduras,14.05911819,-87.17246887,977,1 noche,2 días,,,,,,,,,,,
169,11,,,San Pedro Sula,Cortés,Honduras,15.50583951,-87.99325245,90,,"horas en pié, aventones",,,,,,,,,,,
169,12,24 o 25,,San Antonio Aguascalientes,Sacatepéquez,Guatemala,14.546088,-90.780761,1469,,"en pié, ONU",,,,,,,,,,,
169,13,,,Escuintla,chc,Guatemala,14.298966,-90.786611,348,,,,,,,,,,,,,
169,14,,,Quetzaltenango,Quetzaltenango,Guatemala,14.839037,-91.518106,2359,,,,,,,,,,,,,
169,15,,,San Antonio Aguascalientes,Sacatepéquez,Guatemala,14.546088,-90.780761,1469,,bus,,,,,,,,,,,
169,16,,,Escuintla,Escuintla,Guatemala,14.298966,-90.786611,348,,"en píe, aventón, 1 día",,,,,,,,,,,
169,17,,,Quetzaltenango,Quetzaltenango,Guatemala,14.839037,-91.518106,2359,1 noche,combi,,,,,,,,,,,
169,18,,,Ciudad de Guatemala,Guatemala,Guatemala,14.62155477,-90.51728422,1495,1 noche,"1 día, algún vehículo de transporte",,,,,,,,,,,
169,19,,,Ciudad Hidalgo,Chiapas,México,14.62276,-92.1847,22,,combi,"Aldea de las Margaritas, Coatepeque, Pajapita",,,,,,,,,,
169,20,aprox. El 30,,Tapachula,Chiapas,México,14.90764,-92.2681,158,1 noche,combi,,Estancia en Hotel,,,,,,,,,
169,21,,,Huixtla,Chiapas,México,15.13308903,-92.46278394,36,,combi,,,,,,,,,,,
169,22,,,Mapastepec,Chiapas,México,15.42826135,-92.8871839,38,,combi,,,,,,,,,,,
169,23,,,Santa Teresa,Chiapas,México,15.565769,-93.080198,46,1 noche,"en píe, horas",,,,,,,,,,,
169,24,,,Pijijiapan,Chiapas,México,15.68479606,-93.21089447,47,,taxi,,,,,,,,,,,
169,25,,,Arriaga,Chiapas,México,16.23910794,-93.89747947,47,,bus,,,,,,,,,,,
169,26,,,Oaxaca,Oaxaca,México,17.06789726,-96.73444366,1570,1 noche,bus,,Estancia en Hotel,,,,,,,,,
169,27,,,CDMX,Estado de México,México,19.36863618,-99.13264404,2239,1 semana,bus,,,,,,,,,,,
169,28,11-Sep,,Saltillo,Coahuila,México,25.40409965,-101.0248335,1590,,,"Tula,  Hidalgo, SLP",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
171,1,1/1/2000,15 de sept.,Barquisimento,Lara,Venezuela,10.06989,-69.3468,599,,,,aprox. 1.1/4 h de trabajo,,,"DW, MP",,,,,,
171,2,16 sept.,,puente Simon Bolivar,,Colombia/Venezuela,7.817898,-72.4509,417,,"1 noche,",,,,,,,,,,,
171,3,,,Medellín,Antioquia,Colombia,6.255124,-75.59,1479,,"bus, 16h",,,,,,,,,,,
171,4,,,Necoclí,Antioquia,Colombia,8.424064,-76.7855,5,1 noche,bus?,,,,,,,,,,,
171,5,,,"Acandí, campamento 1",Chocó,Colombia,8.610799,-77.3863,9,,lancha,,,,,,,,,,,
171,6,,,campamento 2,,Colombia,,,,1 noche,"moto, hora y media",,,,,,,,,,,
171,7,,,frontera con Panamá,,Colombia/Panamá,,,,1 día,en pié,4 campamentos,pasan por un rio,,,,,,,,,
171,8,,,Bajo Chiquito,Emberá-Wounaan,Panamá,8.457533557,-77.678325723,45,,"en pié, 4 días",,2 de esos dias son por el rio. En total aprox. 50km según él,,,,,,,,,
171,9,,,ONU Panamá,Ciudad de Panamá,Panamá,8.987121507,-79.509923147,17,,"canoa, 2-3h",,,,,,,,,,,
171,10,,,,,Costa Rica,,,,,bus,,,,,,,,,,,
171,11,,,,,Nicaragua,11.128053,-85.635949,238,,terminal improvbisado,,,,,,,,,,,
171,12,,,frontera - Naranjal,Estelí,Nicaragua,13.1582,-86.7244,449,,carrito,,frontera Nicaragua/Honduras,,,,,,,,,
171,13,,,San Pedro Sula,Cortés,Honduras,15.50584,-87.9933,90,,"en pié, autobus",una terminal en un puente a aprox. 10 km de la frontera,,,,,,,,,,
171,14,,,Tapachula,Chiapas,México,14.90764,-92.2681,158,,"algún vehículo, taxi",,al pasar la frontera se subieron a un taxi por hora y media hasta Tapachula. Aquí acaba su contrato de transporte,,,,,,,,,
171,15,,,OCC Cristóbal Colón,Chiapas,México,14.91326,-92.2576,190,,,,,,,,,,,,,
171,16,,,Arriaga,Chiapas,México,16.23911,-93.8975,47,1 noche,carro,,,,,,,,,,,
171,17,,,Tuxtla,Chiapas,Mexico,16.74453,-93.1084,535,,,,,,,,,,,,,
171,18,,,CDMX,Estado de Mexico,México,19.36864,-99.1158,2239,2 noches,,Puebla,lo regresan por el registro. Estancia en hotel.,,,,,,,,,
171,19,,,Tuxtla,Chiapas,Mexico,16.74453,-93.1084,535,,,,,,,,,,,,,
171,20,,,Oaxaca,Oaxaca,México,17.0679,-96.7344,1570,,,,,,,,,,,,,
171,21,,,CDMX,Estado de Mexico,México,19.36864,-99.1158,2239,,,,,,,,,,,,,
171,22,,,Monterrey,Nuevo Leon,Mexico,25.730353540,-100.366009200,569,,,,,,,,,,,,,
171,23,,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,"algún vehículo hasta la estación, luego en pié",,la fecha de la encuesta es del 14 de octubre,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
172,1,1/1/2000,3 de sept.,San Cristóbal,Tachirá,Venezuela,7.768261,-72.23294,815,,,,"aprox. 1h, 45min de trabajo",Viajaba sin ninos,,"DW, MP",,,,,,
172,2,,,Cucutá,Norte de Santander,Colombia,7.898022,-72.51,317,,bus,,,,,,,,,,,
172,3,,,Medellín,Antioquia,Colombia,6.255124486,-75.58996623,1479,,bus,,,,,,,,,,,
172,4,,,Turbo,Antioquia,Colombia,8.094863636,-76.72827567,5,,bus,,,,,,,,,,,
172,5,,06 de sept.,Acandí,Chocó,Colombia,8.510121,-77.27824,9,1 noche,¿bus?,,,,,,,,,,,
172,6,06 de sept.,8 de sept,Darién,,Colombia,8.618474,-77.398717,248,,lancha,,,,,,,,,,,
172,7,,09 de sept.,Darién,,Panamá,7.717563426,-77.56468998,216,2 días y medio en la selva,en pié,"montaña ""la Llorona""",,,,,,,,,,
172,8,10 de sept.,11 de sept.,ONU,,Panamá,8.987121507,-79.50992315,17,día y medio,en pié,,,,,,,,,,,
172,9,,,frontera,,Panamá/Costa Rica,,,,1 día,bus,,Se quedo un dia descansando,,,,,,,,,
172,10,12 de sept.,,frontera - Naranjal,Estelí,Nicaragua,13.1582,-86.7244,449,,bus,,frontera,,,,,,,,,
172,11,13 de sept.,16 de sept.,,,Honduras,,,,3 días,"combi, en pié, aprox. 8h",,,,,,,,,,,
172,12,16 de sept.,17 de sept.,,Guatemala City,Guatemala,14.66784325,-90.51063008,1485,,1 día,,,,,,,,,,,
172,13,,,Ciudad Hidalgo,Chiapas,México,14.62276,-92.1847,22,,,,,,,,,,,,,
172,14,,,Tapachula,Chiapas,México,14.90985,-92.2608,158,,en pié,,,,,,,,,,,
172,15,,,Huixtla,Chiapas,México,15.13308903,-92.46278394,36,,en pié 2h,,,,,,,,,,,
172,16,,,Escuintla,Chiapas,México,15.31595195,-92.65504467,89,,,,,,,,,,,,,
172,17,,,Mapastepec,Chiapas,México,15.42826135,-92.8871839,38,,en pié,,,,,,,,,,,
